Number,Title,Price,Item ID,Global ID,Category,Payment Method,Country,Selling State,Start Time,End Time
4691,Unique Primitive Rustic Country Mason Jar Lid Coasters AMPERSAND Lot Set of 4,23.95,231485264047,EBAY-US,Coasters,PayPal,"Pinckney,MI,USA",Active,2015-02-20,2017-12-06
4692,Mason Jar Patent 1858 Half Gallon Hero Cross Nov 26 67 On Bottom,15.0,391751653817,EBAY-US,Jars,PayPal,"Annville,PA,USA",Active,2017-04-11,2017-12-07
4693,Vtg. KERR Self Sealing Mason Half Gallon Jar Clear Glass Square Shoulder Canning,18.43,181763426289,EBAY-US,Jars,PayPal,"Omaha,NE,USA",Active,2015-06-02,2017-12-18
4694,Ball Masons Patent Mason Canning Fruit Jar Clear Quart Zinc Lid,11.1,181766149615,EBAY-US,Jars,PayPal,"Libertyville,IL,USA",Active,2015-06-04,2017-12-20
4695,Vintage Clear Presto Supreme Mason Square Quart Canning Fruit Jar,6.99,192061419565,EBAY-US,Jars,PayPal,"Cedar Brook,NJ,USA",Active,2016-12-24,2017-12-19
4696,"Vintage Anchor Hocking Atlas 9"" Square Small Mouth Mason Jar with Makers Mark",9.99,352061515682,EBAY-US,Jars,PayPal,"Winchester,KY,USA",Active,2017-05-18,2017-12-14
4697,Vintage Ball Perfect Mason Blue PT Canning Jar w/ Zinc Lid,8.0,122823277213,EBAY-US,Jars,PayPal,"Carthage,NY,USA",Active,2017-11-22,2017-12-22
4698,Vintage Lightning Aqua PT Mason Jar w/ Glass Lid & Bail,10.0,122823277220,EBAY-US,Jars,PayPal,"Carthage,NY,USA",Active,2017-11-22,2017-12-22
4699,Vintage Ball Perfect Mason Blue QT Canning Jar w/ Zinc Lid - Lot 2,10.0,122823277231,EBAY-US,Jars,PayPal,"Carthage,NY,USA",Active,2017-11-22,2017-12-22
4700,Vintage Kerr Mason Jars,14.99,391930161480,EBAY-US,Jars,PayPal,"Truth Or Consequences,NM,USA",Active,2017-11-20,2017-11-27
4701,1 Ball 64oz Wide Mouth Half Gallon Mason Jar,8.37,382236346247,EBAY-US,Jars,PayPal,USA,Active,2017-09-26,2017-11-25
4702,Vintage Foster Sealfast Quart Canning mason Jar clear Seal Fast,19.99,112039894610,EBAY-US,Jars,PayPal,"Morrison,IL,USA",Active,2016-06-27,2017-12-19
4703,"Vintage PERFECT MASON Quart Ball Canning Fruit Jar, #3 with ""BALL"" Lid",5.0,272936026201,EBAY-US,Jars,PayPal,"The Villages,FL,USA",Active,2017-11-15,2017-11-25
4704,ANTIQUE SQUARE 1/2 GALLON KERR SELF SEALING MASON JAR W /LID,14.0,272855996060,EBAY-US,Jars,PayPal,"Mount Vernon,IL,USA",Active,2017-09-21,2017-12-20
4705,DREY PERFECT MASON QUART CLEAR GLASS  JAR w/BALL ZINC CAP,6.0,282718726812,EBAY-US,Jars,PayPal,"Valley Springs,CA,USA",Active,2017-11-03,2017-12-03
4706,Ball Perfect Mason Jar Clear Quart Ribbed - Zinc Lid - 1933-62 - USA 12 & 12D,3.99,292313481217,EBAY-US,Jars,PayPal,"Stephens City,VA,USA",Active,2017-10-31,2017-11-30
4707,Vintage Ball Perfect Mason BLUE PINT Canning Jar & Zinc Cap Mold #1,9.99,162677487038,EBAY-US,Jars,PayPal,"Crawfordsville,IN,USA",Active,2017-09-17,2017-12-16
4708,"Lot Vintage, 288 Canning Lids, Klik-It One Piece Reusable Mason Caps, Never Used",40.0,302501471550,EBAY-US,Jars,PayPal,"Mentor,OH,USA",Active,2017-10-26,2017-11-25
4709,nice lot of 2 mason improved patd mason jar nice colors,19.99,263286697796,EBAY-US,Jars,PayPal,"Deposit,NY,USA",Active,2017-10-29,2017-11-28
4710,"(( One )) RARE, MINT, NOS 3 1/2'' BALL ZINC ( WIDE MOUTH ) Mason Jar Lid, Beauti",17.99,152787851420,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4711,Mason Jar #13 Atlas Strong Shoulder Mason,14.0,332427244971,EBAY-US,Jars,PayPal,"Parkville,MD,USA",Active,2017-10-27,2017-11-26
4712,Vintage Ball FREEZER JAR 22 Oz Mason Zinc/ Glass Lid Stippled Embossing USA,18.0,162725874571,EBAY-US,Jars,PayPal,"Hibbing,MN,USA",Active,2017-10-26,2017-11-25
4713,8 BICENTENNIAL MASON HOME CANNING PINT-SIZE JARS in original box,16.0,263051641694,EBAY-US,Jars,PayPal,"Hubbardston,MA,USA",Active,2017-06-22,2017-12-19
4714,Vintage Antique BALL SURE SEAL Blue Glass QUART MASON JAR w/LID~Wire BAIL #6,13.99,232505059422,EBAY-US,Jars,PayPal,"Deer Isle,ME,USA",Active,2017-09-28,2017-11-27
4715,1 X Mason Fruit Jar - Quart Quart,16.0,263300378877,EBAY-US,Jars,PayPal,"Temple City,CA,USA",Active,2017-11-05,2017-12-05
4716,MASON JAR WITH GLASS AND METAL LID & RUBBER SEAL - 1 PINT,7.99,152772832843,EBAY-US,Jars,PayPal,"Ashland,OH,USA",Active,2017-11-04,2017-12-04
4717,Vintage 2 Ball Perfect Mason Aqua Blue Quart Glass Canning Jar # 0 with lid,14.99,272905957709,EBAY-US,Jars,PayPal,"Burlington,KY,USA",Active,2017-10-29,2017-11-28
4718,VINTAGE CLEAR GLASS RUSTIC WESTERN STAR MASON QUART CANNING JAR ZINC METAL LID,8.95,272950446808,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
4719,Drey Perfect Mason 1/2 Gallon Canning Jar Ball Porcelain Lined Zinc Cover Lid,12.5,352152115879,EBAY-US,Jars,PayPal,"Galena,IL,USA",Active,2017-08-27,2017-11-25
4720,Atlas Mason Jar With Glass Seal And Ring,10.0,162738892389,EBAY-US,Jars,PayPal,"Rapid City,SD,USA",Active,2017-11-05,2017-12-05
4721,Vtg Anchor Hocking ATLAS E-Z SEAL Clear Glass HALF PINT MASON JAR LID~Wire BAIL,11.99,232505053095,EBAY-US,Jars,PayPal,"Deer Isle,ME,USA",Active,2017-09-28,2017-11-27
4722,mason jars,20.0,122756337269,EBAY-US,Jars,PayPal,"Cadet,MO,USA",Active,2017-10-16,2017-12-15
4723,"Vintage Anchor Hocking Quart Mason Jars w/ lids and rings NIB, (8), 1776-1976",30.0,122766376593,EBAY-US,Jars,PayPal,"Live Oak,FL,USA",Active,2017-10-21,2017-12-20
4724,"5"" Green Mason Jar Lamp",29.95,122802778251,EBAY-US,Jars,PayPal,"Wyoming,MI,USA",Active,2017-11-10,2017-12-10
4725,Magic Mason Quart Jar,20.0,142545478364,EBAY-US,Jars,PayPal,"Ames,IA,USA",Active,2017-10-21,2017-12-19
4726,Midland Mason Canning Jars,20.0,142545486506,EBAY-US,Jars,PayPal,"Ames,IA,USA",Active,2017-10-21,2017-12-19
4727,Americana Atlas Mason Jars,37.0,152707339213,EBAY-US,Jars,PayPal,"Centerburg,OH,USA",Active,2017-09-17,2017-12-16
4728,"Ball Wide Mouth Quart Mason Jar ,Set of 12 jars,Canning jars,preserve jams",34.84,162726019275,EBAY-US,Jars,PayPal,USA,Active,2017-10-26,2017-11-25
4729,Quart Open Bottom Mason Jar Pendant Lamp - Rustic Brown,38.99,263195543552,EBAY-US,Jars,PayPal,"Wabash,IN,USA",Active,2017-09-09,2017-12-07
4730,Ball Jars Canning Jars Vintage Mason Ball Heritage Jars Glass Lids Bands 6 Pack,35.0,282737838731,EBAY-US,Jars,PayPal,"North Stonington,CT,USA",Active,2017-11-17,2017-12-17
4731,Vtg Hazel Atlas Embossed Pint Mason Canning Square Jar Clear  Zinc Lid,9.99,391930528748,EBAY-US,Jars,PayPal,"East Stroudsburg,PA,USA",Active,2017-11-20,2017-12-20
4732,Vtg 1900 - 1910 Triple L 3L Quart Blue Ball Mason Jar w/ Ball Zinc Lid,19.99,352206819071,EBAY-US,Jars,PayPal,"Greenfield,IN,USA",Active,2017-11-11,2017-12-11
4733,Tulid (Pack of 3) - Mason Jar Lids (Regular Size) - Reusable leak-proof BPA-f...,24.77,152770991081,EBAY-US,Jars,PayPal,USA,Active,2017-11-02,2017-12-02
4734,Vintage 1900's Ball Mason Aqua Glass Quart Fruit Jar Zinc Porcelain Lid EUC,7.95,253238731844,EBAY-US,Jars,PayPal,"Tuckerton,NJ,USA",Active,2017-11-02,2017-12-02
4735,** RARE ** MASON IMPROVED PAT'D LIGHT BLUE QUART CANNING JAR #1,15.0,382228414799,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-09-16,2017-12-15
4736,Mason Jar Ball Perfect 9 Blue Glass Pint Size with Zinc Lid,14.99,253271419544,EBAY-US,Jars,PayPal,"Homeland,CA,USA",Active,2017-11-22,2017-12-02
4737,VTG Mason Jar (3) Planter Box rustic wood Blue Ball Jars,39.99,172899947370,EBAY-US,Jars,PayPal,"Brentwood,CA,USA",Active,2017-10-02,2017-12-01
4738,HTF Antique Quart Size Pale Blue with Bubbles MASON Jar & Zinc Lid - NO WRITING,14.39,152797638559,EBAY-US,Jars,PayPal,"Saint Cloud,MN,USA",Active,2017-11-22,2017-11-25
4739,"Very Old Antique, 3'' Very Light Pink ( CRYSTAL) Mason Jar Lid, Pat'd July 28th,",17.99,152772777499,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
4740,Vintage Mason's Aqua Blue Canning Mason Jar w/Porcelain Lid ~ PAT 1958,15.0,292061898129,EBAY-US,Jars,PayPal,"Browns Mills,NJ,USA",Active,2017-03-20,2017-12-15
4741,1910-1923 ANTIQUE AQUA BLUE QUART #10  BALL PERFECT MASON WITH MATCHING LID,13.0,272860062507,EBAY-US,Jars,PayPal,"Mount Vernon,IL,USA",Active,2017-09-24,2017-12-23
4742,"Antique Very Bright Sky Blue 1 qt Atlas Mason's Patent Mason Jar, NOS Zinc Lid",17.99,152757515342,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4743,Atlas Strong Shoulder MASON CANNING JAR Half Gallon Clear Glass No Lid Vintage,9.99,302031619243,EBAY-US,Jars,PayPal,"Comfrey,MN,USA",Active,2016-08-03,2017-11-26
4744,Unique Jointed Serpentine Six Wine Bottles or Mason Jars Holder Barn Roof Gray,26.95,231213550171,EBAY-US,Wine Racks & Bottle Holders,PayPal,"Pinckney,MI,USA",Active,2014-04-25,2017-12-05
4745,Set of 2 Clear Glass Star Mason Quart Jars Texas No Lids Canning Home Decor,14.99,263288960720,EBAY-US,Jars,PayPal,"Cedar Park,TX,USA",Active,2017-10-31,2017-11-30
4746,"Vintage Bright Clear 1 qt Small Mouth, ( Knox Mason Jar ) , Mint, NOS, Zinc Lid",17.99,152757515335,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4747,"7 Vintage Kerr mason jars lot assortment  half pint, pint, quart vintage antique",3.07,182912101032,EBAY-US,Jars,PayPal,"Elmore,OH,USA",Active,2017-11-20,2017-11-27
4748,Pair Of Vintage Magic Mason Jar - 32 oz or 1 quart,5.0,253238396220,EBAY-US,Jars,PayPal,"Portland,OR,USA",Active,2017-11-02,2017-12-02
4749,Antique Vintage Blue  BALL MASON  Pint  Canning Jar. Hand Blown. D on bottom.,8.97,322892551635,EBAY-US,Jars,PayPal,"Saint Clair,MI,USA",Active,2017-11-19,2017-12-19
4750,Two Vintage Square Mason Canning Jars,4.2,131931851359,EBAY-US,Jars,PayPal,"Richmond,VA,USA",Active,2016-09-07,2017-12-01
4751,mason improved and masons patent jars,19.99,263286694406,EBAY-US,Jars,PayPal,"Deposit,NY,USA",Active,2017-10-29,2017-11-28
4752,"Vintage 3 1/4'' Small Mouth, Bright Blue Bail Top Mason Jar Lid, Amber Streaks",17.99,152787851380,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4753,2 OLD VINTAGE BLUE GLASS BALL 1/2 GALLON PERFECT MASON CANNING JARS ZINC LIDS,25.95,401439832668,EBAY-US,Jars,PayPal,"Wabash,IN,USA",Active,2017-11-11,2017-12-11
4754,Kerr 00500 Wide Mouth 8 Oz. Glass Mason Jars - 12 / CS 12 Mason Jars,22.77,152778056840,EBAY-US,Jars,PayPal,USA,Active,2017-11-07,2017-12-07
4755,3 Ball Perfect Mason Quart Canning Jars with original Zinc lids,15.0,182916805564,EBAY-US,Jars,PayPal,"Richmond,VA,USA",Active,2017-11-21,2017-12-21
4756,"Vintage Clear 1 qt Canadian Jewel Mason Jar, Made in Canada, Correct Lid, Rim",17.99,152772777694,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
4757,2 Vintage Ball Blue Mason Jars,13.0,352213775282,EBAY-US,Jars,PayPal,"Brookline,MA,USA",Active,2017-11-19,2017-11-26
4758,"Rare, 3 1/2'' Wide Mouth (( GREEN )) Bail Top Mason Jar Lid",17.99,152757515344,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4759,Vintage ATLAS MASON 1/2 HALF PINT Jar w/ Atlas Zinc Lid & NOS Rubber Square NICE,14.95,322719566998,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-09-06,2017-12-05
4760,Mason's 3 Fluid Ounces Pharmacy Jar With Stopper Lid Clear,9.99,282685299812,EBAY-US,Jars,PayPal,"Commack,NY,USA",Active,2017-10-07,2017-12-06
4761,"Vintage 1qt Rare Square Ball Ideal Bail Top Mason Jar,Great Shape, Bail, Lid",17.99,152787851355,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4762,"Vintage 3 1/4'' ((Bright Steel Green )) Bail Top Mason Jar Lid, Item # R - 2",17.99,152778498312,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-07,2017-12-07
4763,"Vintage Ball IDEAL 1 pint clear mason jar 1933-62, with lid and bale",10.0,272850598123,EBAY-US,Jars,PayPal,"Toledo,OH,USA",Active,2017-09-17,2017-12-16
4764,Rare Antique 3'' Very Bright Blue ( Made by Hazel Atlas Glass Co.) Mason Jar Lid,17.99,152757517739,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4765,"Vintage 3 1/4'' Bright Green, Light Amber Swirls, Bail Top Mason Jar Lid",17.99,152757517775,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4766,"Rare Vintage Small Mouth Bright "" Light Green "", Bail Top Mason Jar Lid",17.99,152757515467,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4767,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball ZXinc Lid",17.99,152757515477,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4768,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball Zinc Lid",17.99,152757515506,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4769,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball ZXinc Lid",17.99,152757515514,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4770,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball ZXinc Lid",17.99,152757517630,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4771,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball ZXinc Lid",17.99,152757517654,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4772,Set of 2 Pint Quart Clear Glass Star Mason Jars Texas No Lids Canning Home Decor,13.99,263338868246,EBAY-US,Jars,PayPal,"Cedar Park,TX,USA",Active,2017-11-23,2017-12-23
4773,Ball Perfect Mason Square half gallon Ribbed Clear Glass Canning Jar,9.85,352208630157,EBAY-US,Jars,PayPal,"Elkton,VA,USA",Active,2017-11-13,2017-12-13
4774,Mason Jar Lids - Compatible with Regular Mouth Size Ball Jars - Reusable and are,12.86,292280230312,EBAY-US,Jars,PayPal,USA,Active,2017-10-04,2017-12-03
4775,"Vintage Bright Clear 1 qt Atlas Good Luck Bail Top Mason Jar, Lid, Bail",17.99,152787851389,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4776,"Rare "" Bright Soft PinK "" 3 1/4'' Small Mouth Bail Top Mason Jar Lid",17.99,152757517738,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4777,"Vintage 3'' Blue Glass, ( HERO'S CROSS, FHJ Co.)  Mason Jar Insert, Item # A-276",8.99,222672019606,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-08,2017-12-07
4778,MASON'S PATENT NOV 30th 1858 MASON AQUA GLASS CANNING FRUIT JAR NO LID LOT17,13.74,200957971702,EBAY-US,Jars,PayPal,"Reno,NV,USA",Active,2013-08-29,2017-12-06
4779,MASON'S PATENT NOV 30th 1858 MASON AQUA GLASS CANNING FRUIT JAR NO LID LOT18,13.74,200957971708,EBAY-US,Jars,PayPal,"Reno,NV,USA",Active,2013-08-29,2017-12-06
4780,Cute Half Pint Ball Perfect Mason Square Ribbed Canning Jar with Zinc Lid,14.95,142576413264,EBAY-US,Jars,PayPal,"Groveland,FL,USA",Active,2017-11-11,2017-12-11
4781,"Vintage 1 qt Bright Blue Atlas Mason's Patent, Mason Jar, Zinc Lid",17.99,152757517755,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4782,Atlas Mason Jar 20 Ounce Lot Of 2 -Clean,12.99,253272855084,EBAY-US,Jars,PayPal,"Rochester,MI,USA",Active,2017-11-22,2017-12-22
4783,Vintage Clear Glass Presto Supreme Mason Duraglas Pint Size Mason Canning Jar,10.0,391928686454,EBAY-US,Jars,PayPal,"Iowa Falls,IA,USA",Active,2017-11-17,2017-12-17
4784,"Vintage Clear 1 pt Queen Bail Top Mason Jar, Metal Bail and Glass Lid",17.99,152787851342,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4785,"Antique Rare 3 1/2'' Light Pink Wide Mouth, Bail Top Mason Jar Lid",17.99,152757515732,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4786,2 Clear Ball Perfect Mason Quart Canning Jars with RIbs and Zinc Lids,12.95,142576413269,EBAY-US,Jars,PayPal,"Groveland,FL,USA",Active,2017-11-11,2017-12-11
4787,Vintage DREY Clear Glass QUART Improved Ever Seal MASON JAR w/LID~Wire BAIL 1of2,8.99,332394852165,EBAY-US,Jars,PayPal,"Deer Isle,ME,USA",Active,2017-09-28,2017-11-27
4788,"4 Samco Super Mason Half Gallon Jar, Samuel Mallinger Co.Pittsburgh 1930's-40's",32.0,112482760151,EBAY-US,Jars,PayPal,"Louisville,OH,USA",Active,2017-07-15,2017-12-12
4789,"Antique ""Rare"" Smoke Grey 1 ptBall Ideal Bail Top Mason Jar, Matching Lid",17.99,152757517711,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4790,"Vintage 3 1/4 '' Bright Crisp "" Light Mint Green "" Bail Top Mason jar Lid",17.99,152778498305,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-07,2017-12-07
4791,"Antique Extreme Crisp Bright Blue 1 qt Ball Triple L Mason Jar, Ball Zinc Lid",17.99,152757515648,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4792,"Rare Vintage 3 1/4'' Teal Green Small Mouth, Bail Top Mason Jar Lid",17.99,152757515432,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4793,Antique Bright (Mint Blue) 1 qt Atlas Strong Shoulder Mason Jar Vintage Zinc LId,17.99,152757517698,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4794,VTG  PRESTO  Supreme  Mason  Clear Pint Jar W/Presto Glass Lid & Screw Band,10.0,172956263032,EBAY-US,Jars,PayPal,"Hebron,IN,USA",Active,2017-10-30,2017-11-29
4795,4 Pint Anchor Hocking Liberty Bell Bicentennial Mason Jars Clear Standard Mouth,12.99,263283569276,EBAY-US,Jars,PayPal,"Cedar Park,TX,USA",Active,2017-10-31,2017-11-30
4796,Vtg Antique ATLAS E-Z SEAL Green Blue Glass QUART MASON JAR w/LID~Wire BAIL #1,7.99,232505064448,EBAY-US,Jars,PayPal,"Deer Isle,ME,USA",Active,2017-09-28,2017-11-27
4797,Masons blue quart Patent Nov. 30 1858 jar w zinc lid,8.0,182903991091,EBAY-US,Jars,PayPal,"Medina,OH,USA",Active,2017-11-16,2017-12-16
4798,"Rare,  Antique 3'' Bright Blue Crown Mason Jar Insert, Inside Out Embossed Crown",8.99,152772777631,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
4799,Vintage canning jar-fruit-SECURITY clear glass & lid & seal Not Masons-1 quart,12.75,142509620413,EBAY-US,Jars,PayPal,"Lake Mary,FL,USA",Active,2017-09-16,2017-12-15
4800,"Vintage """" RARE """" (Bright Green) Wide Mouth Bail Top Mason Jar LId",17.99,152757515503,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4801,"Antique Bright Blue 1 qt Mason's Patent Mason Jar, NOS Ball Zinc Lid",17.99,152757517631,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4802,Masons blue quart Patent Nov. 30 1858 jar w zinc lid,8.0,182903991091,EBAY-US,Jars,PayPal,"Medina,OH,USA",Active,2017-11-16,2017-12-16
4803,"Rare,  Antique 3'' Bright Blue Crown Mason Jar Insert, Inside Out Embossed Crown",8.99,152772777631,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
4804,Vintage canning jar-fruit-SECURITY clear glass & lid & seal Not Masons-1 quart,12.75,142509620413,EBAY-US,Jars,PayPal,"Lake Mary,FL,USA",Active,2017-09-16,2017-12-15
4805,"Vintage """" RARE """" (Bright Green) Wide Mouth Bail Top Mason Jar LId",17.99,152757515503,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4806,Vintage 3 1/4'' Tea/ Steel Grey Small Mouth Bail Top Mason Jar Lid,17.99,152787851399,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4807,"Antique Clear 1 qt "" Victory ""Mason Jar, Lid,( 2 ) Clasps,Kivlan & Onthank, Beau",17.99,152772777661,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
4808,4 Vintage Kerr Mason Round 1/2 Half Pint Canning or Fruit Jar Self Sealing Clear,19.0,282741431217,EBAY-US,Jars,PayPal,"Fargo,ND,USA",Active,2017-11-20,2017-12-20
4809,MASON'S PATENT NOV 30th 1858 MASON AQUA GLASS CANNING FRUIT JELLY JAR LOT88,13.74,200957969108,EBAY-US,Jars,PayPal,"Reno,NV,USA",Active,2013-08-29,2017-12-06
4810,Ball Mason Jar Jelly Jars 4 oz. Quilted Crystal Style Wide Mouth-One Jar,3.85,122605051363,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-07-18,2017-12-15
4811,"Antique 3 1/4'' ( # 13 ) Clear Bail Top Mason Jar Lid, Smalley, Lightning Des",17.99,152757517685,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4812,Antique Vtg Mason Jars Blue Glass Lot Of 4,9.99,263337568847,EBAY-US,Jars,PayPal,"Three Lakes,WI,USA",Active,2017-11-22,2017-11-29
4813,"Antique 1 qt Clear Atlas E - Z Seal Bail Top Mason Jar, Metal Bail, Glass Lid",15.99,152787851387,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4814,"Vintage Clear 8 Sided Mason Jar, Vintage Zinc Lid, Item # 22",17.99,152787851455,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4815,Vintage Ball 3-L Triple L Green Mason Slope Shoulder Jar Quart w/ Zinc Lid,14.99,152779814821,EBAY-US,Jars,PayPal,"Oostburg,WI,USA",Active,2017-11-08,2017-12-08
4816,"Vintage Ball Sure Seal blue 1 Qt mason canning jar, wire bale, no lid 1910-1923",8.0,272882554106,EBAY-US,Jars,PayPal,"Toledo,OH,USA",Active,2017-10-10,2017-12-09
4817,"""RARE"", Bright Green 3 1/4'' Small Mouth Bail Top Mason Jar Lid, Beautiful Shape",17.99,152757517659,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4818,atlas mason patent and improved jars,19.99,263286694420,EBAY-US,Jars,PayPal,"Deposit,NY,USA",Active,2017-10-29,2017-11-28
4819,"Antique 3 1/2'' Light Green EUREKA Mason Jar Lid, Beautiful, Beautiful Shape",17.99,152757515598,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4820,Vintage mason jars assorted lot of 3 various sizes -  Ball -  Corona - Bernardin,11.78,142560798444,EBAY-ENCA,Jars,PayPal,Canada,Active,2017-11-01,2017-12-01
4821,SIX (6) PINT DEEP PURPLE BALL MASON / CANNING GLASS JARS - W/ rings and centers,12.49,132406529059,EBAY-US,Jars,PayPal,"Hagerstown,IN,USA",Active,2017-11-21,2017-12-21
4822,Vintage 3'' Bright  ''Light Green '' Bail Top Mason jar Lid,17.99,152757517616,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4823,"Vintage 3 1/4'' Bright Christmas Green, Small Mouth Bail Top Mason Jar Lid",17.99,152757515345,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
4824,Mason Canning Jars Ball Vegetable Jam Fruit 16 oz. Pint (12 per Pack) Glass New,29.95,112525233295,EBAY-US,Jars,PayPal,"Huntsville,AL,USA",Active,2017-08-14,2017-12-12
4825,Vintage 1900~1910 BALL Triple L LOOP MASON QUART Fruit Jar,6.99,232570916110,EBAY-US,Jars,PayPal,"Gastonia,NC,USA",Active,2017-11-22,2017-11-29
4826,LEOTRIC MASON AQUA GLASS CANNING JELLY FRUIT JAR LID LOT53,13.74,190889715539,EBAY-US,Jars,PayPal,"Reno,NV,USA",Active,2013-08-22,2017-11-29
4827,"Antique 1/2 pt Clear Atlas E - Z Seal Bail Top Mason Jar, Glass Lid",15.99,152780510416,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-09,2017-12-09
4828,"Vintage Clear 1qt Drey Improved Ever Seal Bail Top Mason jar, Lid, Bail",17.99,152787851392,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-15,2017-12-15
4829,Vintage  Blue Ball Perfect Mason Glass Half Gallon Fruit Jar Zinc Lid #3,19.95,352002257238,EBAY-US,Jars,PayPal,"Phoenix,AZ,USA",Active,2017-03-11,2017-12-06
4830,Vintage # 10 ~Blue Ball Quart Aqua JAR  Perfect Mason + ZINC LID~AWESOME #10 ~~~,14.0,302503335591,EBAY-US,Jars,PayPal,"Sparta,TN,USA",Active,2017-10-27,2017-11-26
4831,VINTAGE BLUE QUART BALL CANNING JAR W/ OFFSET LETTERING PERFECT MASON & ZINC LID,13.0,231446085429,EBAY-US,Jars,PayPal,"Dalton,OH,USA",Active,2015-01-07,2017-12-22
4832,GOOD HOUSE KEEPERS MASON CLEAR GLASS CANNING FRUIT JELLY JAR NO LID LOT73,10.99,200957969103,EBAY-US,Jars,PayPal,"Reno,NV,USA",Active,2013-08-29,2017-12-06
